filename,target,fold,trio_index
pattern_sounds/pattern_01/pattern_01_22.wav,pattern_01,8,0
pattern_sounds/pattern_01/pattern_01_33.wav,pattern_01,8,0
pattern_sounds/pattern_01/pattern_01_05.wav,pattern_01,8,0
pattern_sounds/pattern_01/pattern_01_12.wav,pattern_01,9,0
pattern_sounds/pattern_01/pattern_01_31.wav,pattern_01,9,0
pattern_sounds/pattern_01/pattern_01_25.wav,pattern_01,9,0
pattern_sounds/pattern_01/pattern_01_26.wav,pattern_01,9,0
pattern_sounds/pattern_01/pattern_01_37.wav,pattern_01,10,0
pattern_sounds/pattern_01/pattern_01_11.wav,pattern_01,10,0
pattern_sounds/pattern_01/pattern_01_04.wav,pattern_01,10,0
pattern_sounds/pattern_01/pattern_01_10.wav,pattern_01,10,0
pattern_sounds/pattern_02/pattern_02_08.wav,pattern_02,1,2
pattern_sounds/pattern_02/pattern_02_02.wav,pattern_02,1,2
pattern_sounds/pattern_02/pattern_02_18.wav,pattern_02,1,2
pattern_sounds/pattern_02/pattern_02_16.wav,pattern_02,1,2
pattern_sounds/pattern_02/pattern_02_15.wav,pattern_02,2,2
pattern_sounds/pattern_02/pattern_02_09.wav,pattern_02,2,2
pattern_sounds/pattern_02/pattern_02_07.wav,pattern_02,2,2
pattern_sounds/pattern_02/pattern_02_06.wav,pattern_02,2,2
pattern_sounds/pattern_02/pattern_02_28.wav,pattern_02,3,2
pattern_sounds/pattern_02/pattern_02_39.wav,pattern_02,3,2
pattern_sounds/pattern_02/pattern_02_01.wav,pattern_02,3,2
pattern_sounds/pattern_02/pattern_02_03.wav,pattern_02,3,2
pattern_sounds/pattern_02/pattern_02_34.wav,pattern_02,4,2
pattern_sounds/pattern_02/pattern_02_40.wav,pattern_02,4,2
pattern_sounds/pattern_02/pattern_02_17.wav,pattern_02,4,2
pattern_sounds/pattern_02/pattern_02_20.wav,pattern_02,4,2
pattern_sounds/pattern_02/pattern_02_30.wav,pattern_02,5,2
pattern_sounds/pattern_02/pattern_02_38.wav,pattern_02,5,2
pattern_sounds/pattern_02/pattern_02_32.wav,pattern_02,5,2
pattern_sounds/pattern_02/pattern_02_21.wav,pattern_02,5,2
pattern_sounds/pattern_02/pattern_02_23.wav,pattern_02,6,2
pattern_sounds/pattern_02/pattern_02_14.wav,pattern_02,6,2
pattern_sounds/pattern_02/pattern_02_27.wav,pattern_02,6,2
pattern_sounds/pattern_02/pattern_02_36.wav,pattern_02,6,2
pattern_sounds/pattern_02/pattern_02_35.wav,pattern_02,7,2
pattern_sounds/pattern_02/pattern_02_13.wav,pattern_02,7,2
pattern_sounds/pattern_02/pattern_02_19.wav,pattern_02,7,2
pattern_sounds/pattern_02/pattern_02_24.wav,pattern_02,7,2
pattern_sounds/pattern_02/pattern_02_29.wav,pattern_02,8,2
pattern_sounds/pattern_02/pattern_02_22.wav,pattern_02,8,2
pattern_sounds/pattern_02/pattern_02_33.wav,pattern_02,8,2
pattern_sounds/pattern_02/pattern_02_05.wav,pattern_02,8,2
pattern_sounds/pattern_02/pattern_02_12.wav,pattern_02,9,2
pattern_sounds/pattern_02/pattern_02_31.wav,pattern_02,9,2
pattern_sounds/pattern_02/pattern_02_25.wav,pattern_02,9,2
pattern_sounds/pattern_02/pattern_02_26.wav,pattern_02,9,2
pattern_sounds/pattern_02/pattern_02_37.wav,pattern_02,10,2
pattern_sounds/pattern_02/pattern_02_11.wav,pattern_02,10,2
pattern_sounds/pattern_02/pattern_02_04.wav,pattern_02,10,2
pattern_sounds/pattern_02/pattern_02_10.wav,pattern_02,10,2
pattern_sounds/pattern_03/pattern_03_08.wav,pattern_03,1,3
pattern_sounds/pattern_03/pattern_03_02.wav,pattern_03,1,3
pattern_sounds/pattern_03/pattern_03_18.wav,pattern_03,1,3
pattern_sounds/pattern_03/pattern_03_16.wav,pattern_03,1,3
pattern_sounds/pattern_03/pattern_03_15.wav,pattern_03,2,3
pattern_sounds/pattern_03/pattern_03_09.wav,pattern_03,2,3
pattern_sounds/pattern_03/pattern_03_07.wav,pattern_03,2,3
pattern_sounds/pattern_03/pattern_03_06.wav,pattern_03,2,3
pattern_sounds/pattern_03/pattern_03_28.wav,pattern_03,3,3
pattern_sounds/pattern_03/pattern_03_39.wav,pattern_03,3,3
pattern_sounds/pattern_03/pattern_03_01.wav,pattern_03,3,3
pattern_sounds/pattern_03/pattern_03_03.wav,pattern_03,3,3
pattern_sounds/pattern_03/pattern_03_34.wav,pattern_03,4,3
pattern_sounds/pattern_03/pattern_03_40.wav,pattern_03,4,3
pattern_sounds/pattern_03/pattern_03_17.wav,pattern_03,4,3
pattern_sounds/pattern_03/pattern_03_20.wav,pattern_03,4,3
pattern_sounds/pattern_03/pattern_03_30.wav,pattern_03,5,3
pattern_sounds/pattern_03/pattern_03_38.wav,pattern_03,5,3
pattern_sounds/pattern_03/pattern_03_32.wav,pattern_03,5,3
pattern_sounds/pattern_03/pattern_03_21.wav,pattern_03,5,3
pattern_sounds/pattern_03/pattern_03_23.wav,pattern_03,6,3
pattern_sounds/pattern_03/pattern_03_14.wav,pattern_03,6,3
pattern_sounds/pattern_03/pattern_03_27.wav,pattern_03,6,3
pattern_sounds/pattern_03/pattern_03_36.wav,pattern_03,6,3
pattern_sounds/pattern_03/pattern_03_35.wav,pattern_03,7,3
pattern_sounds/pattern_03/pattern_03_13.wav,pattern_03,7,3
pattern_sounds/pattern_03/pattern_03_19.wav,pattern_03,7,3
pattern_sounds/pattern_03/pattern_03_24.wav,pattern_03,7,3
pattern_sounds/pattern_03/pattern_03_29.wav,pattern_03,8,3
pattern_sounds/pattern_03/pattern_03_22.wav,pattern_03,8,3
pattern_sounds/pattern_03/pattern_03_33.wav,pattern_03,8,3
pattern_sounds/pattern_03/pattern_03_05.wav,pattern_03,8,3
pattern_sounds/pattern_03/pattern_03_12.wav,pattern_03,9,3
pattern_sounds/pattern_03/pattern_03_31.wav,pattern_03,9,3
pattern_sounds/pattern_03/pattern_03_25.wav,pattern_03,9,3
pattern_sounds/pattern_03/pattern_03_26.wav,pattern_03,9,3
pattern_sounds/pattern_03/pattern_03_37.wav,pattern_03,10,3
pattern_sounds/pattern_03/pattern_03_11.wav,pattern_03,10,3
pattern_sounds/pattern_03/pattern_03_04.wav,pattern_03,10,3
pattern_sounds/pattern_03/pattern_03_10.wav,pattern_03,10,3
pattern_sounds/pattern_04/pattern_04_08.wav,pattern_04,1,4
pattern_sounds/pattern_04/pattern_04_02.wav,pattern_04,1,4
pattern_sounds/pattern_04/pattern_04_18.wav,pattern_04,1,4
pattern_sounds/pattern_04/pattern_04_16.wav,pattern_04,1,4
pattern_sounds/pattern_04/pattern_04_15.wav,pattern_04,2,4
pattern_sounds/pattern_04/pattern_04_09.wav,pattern_04,2,4
pattern_sounds/pattern_04/pattern_04_07.wav,pattern_04,2,4
pattern_sounds/pattern_04/pattern_04_06.wav,pattern_04,2,4
pattern_sounds/pattern_04/pattern_04_28.wav,pattern_04,3,4
pattern_sounds/pattern_04/pattern_04_39.wav,pattern_04,3,4
pattern_sounds/pattern_04/pattern_04_01.wav,pattern_04,3,4
pattern_sounds/pattern_04/pattern_04_03.wav,pattern_04,3,4
pattern_sounds/pattern_04/pattern_04_34.wav,pattern_04,4,4
pattern_sounds/pattern_04/pattern_04_40.wav,pattern_04,4,4
pattern_sounds/pattern_04/pattern_04_17.wav,pattern_04,4,4
pattern_sounds/pattern_04/pattern_04_20.wav,pattern_04,4,4
pattern_sounds/pattern_04/pattern_04_30.wav,pattern_04,5,4
pattern_sounds/pattern_04/pattern_04_38.wav,pattern_04,5,4
pattern_sounds/pattern_04/pattern_04_32.wav,pattern_04,5,4
pattern_sounds/pattern_04/pattern_04_21.wav,pattern_04,5,4
pattern_sounds/pattern_04/pattern_04_23.wav,pattern_04,6,4
pattern_sounds/pattern_04/pattern_04_14.wav,pattern_04,6,4
pattern_sounds/pattern_04/pattern_04_27.wav,pattern_04,6,4
pattern_sounds/pattern_04/pattern_04_36.wav,pattern_04,6,4
pattern_sounds/pattern_04/pattern_04_35.wav,pattern_04,7,4
pattern_sounds/pattern_04/pattern_04_13.wav,pattern_04,7,4
pattern_sounds/pattern_04/pattern_04_19.wav,pattern_04,7,4
pattern_sounds/pattern_04/pattern_04_24.wav,pattern_04,7,4
pattern_sounds/pattern_04/pattern_04_29.wav,pattern_04,8,4
pattern_sounds/pattern_04/pattern_04_22.wav,pattern_04,8,4
pattern_sounds/pattern_04/pattern_04_33.wav,pattern_04,8,4
pattern_sounds/pattern_04/pattern_04_05.wav,pattern_04,8,4
pattern_sounds/pattern_04/pattern_04_12.wav,pattern_04,9,4
pattern_sounds/pattern_04/pattern_04_31.wav,pattern_04,9,4
pattern_sounds/pattern_04/pattern_04_25.wav,pattern_04,9,4
pattern_sounds/pattern_04/pattern_04_26.wav,pattern_04,9,4
pattern_sounds/pattern_04/pattern_04_37.wav,pattern_04,10,4
pattern_sounds/pattern_04/pattern_04_11.wav,pattern_04,10,4
pattern_sounds/pattern_04/pattern_04_04.wav,pattern_04,10,4
pattern_sounds/pattern_04/pattern_04_10.wav,pattern_04,10,4
pattern_sounds/pattern_05/pattern_05_08.wav,pattern_05,1,4
pattern_sounds/pattern_05/pattern_05_02.wav,pattern_05,1,4
pattern_sounds/pattern_05/pattern_05_18.wav,pattern_05,1,4
pattern_sounds/pattern_05/pattern_05_16.wav,pattern_05,1,4
pattern_sounds/pattern_05/pattern_05_15.wav,pattern_05,2,4
pattern_sounds/pattern_05/pattern_05_09.wav,pattern_05,2,4
pattern_sounds/pattern_05/pattern_05_07.wav,pattern_05,2,4
pattern_sounds/pattern_05/pattern_05_06.wav,pattern_05,2,4
pattern_sounds/pattern_05/pattern_05_28.wav,pattern_05,3,4
pattern_sounds/pattern_05/pattern_05_39.wav,pattern_05,3,4
pattern_sounds/pattern_05/pattern_05_01.wav,pattern_05,3,4
pattern_sounds/pattern_05/pattern_05_03.wav,pattern_05,3,4
pattern_sounds/pattern_05/pattern_05_34.wav,pattern_05,4,4
pattern_sounds/pattern_05/pattern_05_40.wav,pattern_05,4,4
pattern_sounds/pattern_05/pattern_05_17.wav,pattern_05,4,4
pattern_sounds/pattern_05/pattern_05_20.wav,pattern_05,4,4
pattern_sounds/pattern_05/pattern_05_30.wav,pattern_05,5,4
pattern_sounds/pattern_05/pattern_05_38.wav,pattern_05,5,4
pattern_sounds/pattern_05/pattern_05_32.wav,pattern_05,5,4
pattern_sounds/pattern_05/pattern_05_21.wav,pattern_05,5,4
pattern_sounds/pattern_05/pattern_05_23.wav,pattern_05,6,4
pattern_sounds/pattern_05/pattern_05_14.wav,pattern_05,6,4
pattern_sounds/pattern_05/pattern_05_27.wav,pattern_05,6,4
pattern_sounds/pattern_05/pattern_05_36.wav,pattern_05,6,4
pattern_sounds/pattern_05/pattern_05_35.wav,pattern_05,7,4
pattern_sounds/pattern_05/pattern_05_13.wav,pattern_05,7,4
pattern_sounds/pattern_05/pattern_05_19.wav,pattern_05,7,4
pattern_sounds/pattern_05/pattern_05_24.wav,pattern_05,7,4
pattern_sounds/pattern_05/pattern_05_29.wav,pattern_05,8,4
pattern_sounds/pattern_05/pattern_05_22.wav,pattern_05,8,4
pattern_sounds/pattern_05/pattern_05_33.wav,pattern_05,8,4
pattern_sounds/pattern_05/pattern_05_05.wav,pattern_05,8,4
pattern_sounds/pattern_05/pattern_05_12.wav,pattern_05,9,4
pattern_sounds/pattern_05/pattern_05_31.wav,pattern_05,9,4
pattern_sounds/pattern_05/pattern_05_25.wav,pattern_05,9,4
pattern_sounds/pattern_05/pattern_05_26.wav,pattern_05,9,4
pattern_sounds/pattern_05/pattern_05_37.wav,pattern_05,10,4
pattern_sounds/pattern_05/pattern_05_11.wav,pattern_05,10,4
pattern_sounds/pattern_05/pattern_05_04.wav,pattern_05,10,4
pattern_sounds/pattern_05/pattern_05_10.wav,pattern_05,10,4
pattern_sounds/pattern_06/pattern_06_08.wav,pattern_06,1,3
pattern_sounds/pattern_06/pattern_06_02.wav,pattern_06,1,3
pattern_sounds/pattern_06/pattern_06_18.wav,pattern_06,1,3
pattern_sounds/pattern_06/pattern_06_16.wav,pattern_06,1,3
pattern_sounds/pattern_06/pattern_06_15.wav,pattern_06,2,3
pattern_sounds/pattern_06/pattern_06_09.wav,pattern_06,2,3
pattern_sounds/pattern_06/pattern_06_07.wav,pattern_06,2,3
pattern_sounds/pattern_06/pattern_06_06.wav,pattern_06,2,3
pattern_sounds/pattern_06/pattern_06_28.wav,pattern_06,3,3
pattern_sounds/pattern_06/pattern_06_39.wav,pattern_06,3,3
pattern_sounds/pattern_06/pattern_06_01.wav,pattern_06,3,3
pattern_sounds/pattern_06/pattern_06_03.wav,pattern_06,3,3
pattern_sounds/pattern_06/pattern_06_34.wav,pattern_06,4,3
pattern_sounds/pattern_06/pattern_06_40.wav,pattern_06,4,3
pattern_sounds/pattern_06/pattern_06_17.wav,pattern_06,4,3
pattern_sounds/pattern_06/pattern_06_20.wav,pattern_06,4,3
pattern_sounds/pattern_06/pattern_06_30.wav,pattern_06,5,3
pattern_sounds/pattern_06/pattern_06_38.wav,pattern_06,5,3
pattern_sounds/pattern_06/pattern_06_32.wav,pattern_06,5,3
pattern_sounds/pattern_06/pattern_06_21.wav,pattern_06,5,3
pattern_sounds/pattern_06/pattern_06_23.wav,pattern_06,6,3
pattern_sounds/pattern_06/pattern_06_14.wav,pattern_06,6,3
pattern_sounds/pattern_06/pattern_06_27.wav,pattern_06,6,3
pattern_sounds/pattern_06/pattern_06_36.wav,pattern_06,6,3
pattern_sounds/pattern_06/pattern_06_35.wav,pattern_06,7,3
pattern_sounds/pattern_06/pattern_06_13.wav,pattern_06,7,3
pattern_sounds/pattern_06/pattern_06_19.wav,pattern_06,7,3
pattern_sounds/pattern_06/pattern_06_24.wav,pattern_06,7,3
pattern_sounds/pattern_06/pattern_06_29.wav,pattern_06,8,3
pattern_sounds/pattern_06/pattern_06_22.wav,pattern_06,8,3
pattern_sounds/pattern_06/pattern_06_33.wav,pattern_06,8,3
pattern_sounds/pattern_06/pattern_06_05.wav,pattern_06,8,3
pattern_sounds/pattern_06/pattern_06_12.wav,pattern_06,9,3
pattern_sounds/pattern_06/pattern_06_31.wav,pattern_06,9,3
pattern_sounds/pattern_06/pattern_06_25.wav,pattern_06,9,3
pattern_sounds/pattern_06/pattern_06_26.wav,pattern_06,9,3
pattern_sounds/pattern_06/pattern_06_37.wav,pattern_06,10,3
pattern_sounds/pattern_06/pattern_06_11.wav,pattern_06,10,3
pattern_sounds/pattern_06/pattern_06_04.wav,pattern_06,10,3
pattern_sounds/pattern_06/pattern_06_10.wav,pattern_06,10,3
pattern_sounds/pattern_07/pattern_07_08.wav,pattern_07,1,7
pattern_sounds/pattern_07/pattern_07_02.wav,pattern_07,1,7
pattern_sounds/pattern_07/pattern_07_18.wav,pattern_07,1,7
pattern_sounds/pattern_07/pattern_07_16.wav,pattern_07,1,7
pattern_sounds/pattern_07/pattern_07_15.wav,pattern_07,2,7
pattern_sounds/pattern_07/pattern_07_09.wav,pattern_07,2,7
pattern_sounds/pattern_07/pattern_07_07.wav,pattern_07,2,7
pattern_sounds/pattern_07/pattern_07_06.wav,pattern_07,2,7
pattern_sounds/pattern_07/pattern_07_28.wav,pattern_07,3,7
pattern_sounds/pattern_07/pattern_07_39.wav,pattern_07,3,7
pattern_sounds/pattern_07/pattern_07_01.wav,pattern_07,3,7
pattern_sounds/pattern_07/pattern_07_03.wav,pattern_07,3,7
pattern_sounds/pattern_07/pattern_07_34.wav,pattern_07,4,7
pattern_sounds/pattern_07/pattern_07_40.wav,pattern_07,4,7
pattern_sounds/pattern_07/pattern_07_17.wav,pattern_07,4,7
pattern_sounds/pattern_07/pattern_07_20.wav,pattern_07,4,7
pattern_sounds/pattern_07/pattern_07_30.wav,pattern_07,5,7
pattern_sounds/pattern_07/pattern_07_38.wav,pattern_07,5,7
pattern_sounds/pattern_07/pattern_07_32.wav,pattern_07,5,7
pattern_sounds/pattern_07/pattern_07_21.wav,pattern_07,5,7
pattern_sounds/pattern_07/pattern_07_23.wav,pattern_07,6,7
pattern_sounds/pattern_07/pattern_07_14.wav,pattern_07,6,7
pattern_sounds/pattern_07/pattern_07_27.wav,pattern_07,6,7
pattern_sounds/pattern_07/pattern_07_36.wav,pattern_07,6,7
pattern_sounds/pattern_07/pattern_07_35.wav,pattern_07,7,7
pattern_sounds/pattern_07/pattern_07_13.wav,pattern_07,7,7
pattern_sounds/pattern_07/pattern_07_19.wav,pattern_07,7,7
pattern_sounds/pattern_07/pattern_07_24.wav,pattern_07,7,7
pattern_sounds/pattern_07/pattern_07_29.wav,pattern_07,8,7
pattern_sounds/pattern_07/pattern_07_22.wav,pattern_07,8,7
pattern_sounds/pattern_07/pattern_07_33.wav,pattern_07,8,7
pattern_sounds/pattern_07/pattern_07_05.wav,pattern_07,8,7
pattern_sounds/pattern_07/pattern_07_12.wav,pattern_07,9,7
pattern_sounds/pattern_07/pattern_07_31.wav,pattern_07,9,7
pattern_sounds/pattern_07/pattern_07_25.wav,pattern_07,9,7
pattern_sounds/pattern_07/pattern_07_26.wav,pattern_07,9,7
pattern_sounds/pattern_07/pattern_07_37.wav,pattern_07,10,7
pattern_sounds/pattern_07/pattern_07_11.wav,pattern_07,10,7
pattern_sounds/pattern_07/pattern_07_04.wav,pattern_07,10,7
pattern_sounds/pattern_07/pattern_07_10.wav,pattern_07,10,7
pattern_sounds/pattern_08/pattern_08_08.wav,pattern_08,1,6
pattern_sounds/pattern_08/pattern_08_02.wav,pattern_08,1,6
pattern_sounds/pattern_08/pattern_08_18.wav,pattern_08,1,6
pattern_sounds/pattern_08/pattern_08_16.wav,pattern_08,1,6
pattern_sounds/pattern_08/pattern_08_15.wav,pattern_08,2,6
pattern_sounds/pattern_08/pattern_08_09.wav,pattern_08,2,6
pattern_sounds/pattern_08/pattern_08_07.wav,pattern_08,2,6
pattern_sounds/pattern_08/pattern_08_06.wav,pattern_08,2,6
pattern_sounds/pattern_08/pattern_08_28.wav,pattern_08,3,6
pattern_sounds/pattern_08/pattern_08_39.wav,pattern_08,3,6
pattern_sounds/pattern_08/pattern_08_01.wav,pattern_08,3,6
pattern_sounds/pattern_08/pattern_08_03.wav,pattern_08,3,6
pattern_sounds/pattern_08/pattern_08_34.wav,pattern_08,4,6
pattern_sounds/pattern_08/pattern_08_40.wav,pattern_08,4,6
pattern_sounds/pattern_08/pattern_08_17.wav,pattern_08,4,6
pattern_sounds/pattern_08/pattern_08_20.wav,pattern_08,4,6
pattern_sounds/pattern_08/pattern_08_30.wav,pattern_08,5,6
pattern_sounds/pattern_08/pattern_08_38.wav,pattern_08,5,6
pattern_sounds/pattern_08/pattern_08_32.wav,pattern_08,5,6
pattern_sounds/pattern_08/pattern_08_21.wav,pattern_08,5,6
pattern_sounds/pattern_08/pattern_08_23.wav,pattern_08,6,6
pattern_sounds/pattern_08/pattern_08_14.wav,pattern_08,6,6
pattern_sounds/pattern_08/pattern_08_27.wav,pattern_08,6,6
pattern_sounds/pattern_08/pattern_08_36.wav,pattern_08,6,6
pattern_sounds/pattern_08/pattern_08_35.wav,pattern_08,7,6
pattern_sounds/pattern_08/pattern_08_13.wav,pattern_08,7,6
pattern_sounds/pattern_08/pattern_08_19.wav,pattern_08,7,6
pattern_sounds/pattern_08/pattern_08_24.wav,pattern_08,7,6
pattern_sounds/pattern_08/pattern_08_29.wav,pattern_08,8,6
pattern_sounds/pattern_08/pattern_08_22.wav,pattern_08,8,6
pattern_sounds/pattern_08/pattern_08_33.wav,pattern_08,8,6
pattern_sounds/pattern_08/pattern_08_05.wav,pattern_08,8,6
pattern_sounds/pattern_08/pattern_08_12.wav,pattern_08,9,6
pattern_sounds/pattern_08/pattern_08_31.wav,pattern_08,9,6
pattern_sounds/pattern_08/pattern_08_25.wav,pattern_08,9,6
pattern_sounds/pattern_08/pattern_08_26.wav,pattern_08,9,6
pattern_sounds/pattern_08/pattern_08_37.wav,pattern_08,10,6
pattern_sounds/pattern_08/pattern_08_11.wav,pattern_08,10,6
pattern_sounds/pattern_08/pattern_08_04.wav,pattern_08,10,6
pattern_sounds/pattern_08/pattern_08_10.wav,pattern_08,10,6
pattern_sounds/pattern_09/pattern_09_08.wav,pattern_09,1,0
pattern_sounds/pattern_09/pattern_09_02.wav,pattern_09,1,0
pattern_sounds/pattern_09/pattern_09_18.wav,pattern_09,1,0
pattern_sounds/pattern_09/pattern_09_16.wav,pattern_09,1,0
pattern_sounds/pattern_09/pattern_09_15.wav,pattern_09,2,0
pattern_sounds/pattern_09/pattern_09_09.wav,pattern_09,2,0
pattern_sounds/pattern_09/pattern_09_07.wav,pattern_09,2,0
pattern_sounds/pattern_09/pattern_09_06.wav,pattern_09,2,0
pattern_sounds/pattern_09/pattern_09_28.wav,pattern_09,3,0
pattern_sounds/pattern_09/pattern_09_39.wav,pattern_09,3,0
pattern_sounds/pattern_09/pattern_09_01.wav,pattern_09,3,0
pattern_sounds/pattern_09/pattern_09_03.wav,pattern_09,3,0
pattern_sounds/pattern_09/pattern_09_34.wav,pattern_09,4,0
pattern_sounds/pattern_09/pattern_09_40.wav,pattern_09,4,0
pattern_sounds/pattern_09/pattern_09_17.wav,pattern_09,4,0
pattern_sounds/pattern_09/pattern_09_20.wav,pattern_09,4,0
pattern_sounds/pattern_09/pattern_09_30.wav,pattern_09,5,0
pattern_sounds/pattern_09/pattern_09_38.wav,pattern_09,5,0
pattern_sounds/pattern_09/pattern_09_32.wav,pattern_09,5,0
pattern_sounds/pattern_09/pattern_09_21.wav,pattern_09,5,0
pattern_sounds/pattern_09/pattern_09_23.wav,pattern_09,6,0
pattern_sounds/pattern_09/pattern_09_14.wav,pattern_09,6,0
pattern_sounds/pattern_09/pattern_09_27.wav,pattern_09,6,0
pattern_sounds/pattern_09/pattern_09_36.wav,pattern_09,6,0
pattern_sounds/pattern_09/pattern_09_35.wav,pattern_09,7,0
pattern_sounds/pattern_09/pattern_09_13.wav,pattern_09,7,0
pattern_sounds/pattern_09/pattern_09_19.wav,pattern_09,7,0
pattern_sounds/pattern_09/pattern_09_24.wav,pattern_09,7,0
pattern_sounds/pattern_09/pattern_09_29.wav,pattern_09,8,0
pattern_sounds/pattern_09/pattern_09_22.wav,pattern_09,8,0
pattern_sounds/pattern_09/pattern_09_33.wav,pattern_09,8,0
pattern_sounds/pattern_09/pattern_09_05.wav,pattern_09,8,0
pattern_sounds/pattern_09/pattern_09_12.wav,pattern_09,9,0
pattern_sounds/pattern_09/pattern_09_31.wav,pattern_09,9,0
pattern_sounds/pattern_09/pattern_09_25.wav,pattern_09,9,0
pattern_sounds/pattern_09/pattern_09_26.wav,pattern_09,9,0
pattern_sounds/pattern_09/pattern_09_37.wav,pattern_09,10,0
pattern_sounds/pattern_09/pattern_09_11.wav,pattern_09,10,0
pattern_sounds/pattern_09/pattern_09_04.wav,pattern_09,10,0
pattern_sounds/pattern_09/pattern_09_10.wav,pattern_09,10,0
pattern_sounds/pattern_10/pattern_10_08.wav,pattern_10,1,1
pattern_sounds/pattern_10/pattern_10_02.wav,pattern_10,1,1
pattern_sounds/pattern_10/pattern_10_18.wav,pattern_10,1,1
pattern_sounds/pattern_10/pattern_10_16.wav,pattern_10,1,1
pattern_sounds/pattern_10/pattern_10_15.wav,pattern_10,2,1
pattern_sounds/pattern_10/pattern_10_09.wav,pattern_10,2,1
pattern_sounds/pattern_10/pattern_10_07.wav,pattern_10,2,1
pattern_sounds/pattern_10/pattern_10_06.wav,pattern_10,2,1
pattern_sounds/pattern_10/pattern_10_28.wav,pattern_10,3,1
pattern_sounds/pattern_10/pattern_10_39.wav,pattern_10,3,1
pattern_sounds/pattern_10/pattern_10_01.wav,pattern_10,3,1
pattern_sounds/pattern_10/pattern_10_03.wav,pattern_10,3,1
pattern_sounds/pattern_10/pattern_10_34.wav,pattern_10,4,1
pattern_sounds/pattern_10/pattern_10_40.wav,pattern_10,4,1
pattern_sounds/pattern_10/pattern_10_17.wav,pattern_10,4,1
pattern_sounds/pattern_10/pattern_10_20.wav,pattern_10,4,1
pattern_sounds/pattern_10/pattern_10_30.wav,pattern_10,5,1
pattern_sounds/pattern_10/pattern_10_38.wav,pattern_10,5,1
pattern_sounds/pattern_10/pattern_10_32.wav,pattern_10,5,1
pattern_sounds/pattern_10/pattern_10_21.wav,pattern_10,5,1
pattern_sounds/pattern_10/pattern_10_23.wav,pattern_10,6,1
pattern_sounds/pattern_10/pattern_10_14.wav,pattern_10,6,1
pattern_sounds/pattern_10/pattern_10_27.wav,pattern_10,6,1
pattern_sounds/pattern_10/pattern_10_36.wav,pattern_10,6,1
pattern_sounds/pattern_10/pattern_10_35.wav,pattern_10,7,1
pattern_sounds/pattern_10/pattern_10_13.wav,pattern_10,7,1
pattern_sounds/pattern_10/pattern_10_19.wav,pattern_10,7,1
pattern_sounds/pattern_10/pattern_10_24.wav,pattern_10,7,1
pattern_sounds/pattern_10/pattern_10_29.wav,pattern_10,8,1
pattern_sounds/pattern_10/pattern_10_22.wav,pattern_10,8,1
pattern_sounds/pattern_10/pattern_10_33.wav,pattern_10,8,1
pattern_sounds/pattern_10/pattern_10_05.wav,pattern_10,8,1
pattern_sounds/pattern_10/pattern_10_12.wav,pattern_10,9,1
pattern_sounds/pattern_10/pattern_10_31.wav,pattern_10,9,1
pattern_sounds/pattern_10/pattern_10_25.wav,pattern_10,9,1
pattern_sounds/pattern_10/pattern_10_26.wav,pattern_10,9,1
pattern_sounds/pattern_10/pattern_10_37.wav,pattern_10,10,1
pattern_sounds/pattern_10/pattern_10_11.wav,pattern_10,10,1
pattern_sounds/pattern_10/pattern_10_04.wav,pattern_10,10,1
